tips,PC1,PC2,PC3
Scleria_abortiva_SC226,0.791083306449218,-1.8830514090646,-1.71701043333387
Scleria_angusta_SC072,0.580651941634544,-1.56216087711054,-0.214969909079861
Scleria_ankaratrensis_SC022,-1.12730511599939,-1.44120571243833,-2.49038360892792
Scleria_arguta_SC125,-0.044566739970909,-0.307440400408737,-0.28150630907018
Scleria_balansae_SC203,-1.2235517816133,-2.12682672799886,1.675459255134
Scleria_baldwinii_SC187,-2.53172020043472,-2.69667688946915,1.39635144463161
Scleria_bambariensis_SC204,-2.44596913509747,1.23145059795307,-0.381954272152457
Scleria_baroni-clarkei_SC205,1.4141649303223,-0.318348366211168,-0.63724907920135
Scleria_baronii_SC206,-0.688863837919374,-1.12610986226367,-2.076320248597
Scleria_bequaertii_SC381,1.79696714791731,-0.25192238885953,0.384755141927553
Scleria_biflora_SC108,0.275918810761854,-0.895627500542684,-0.580125801125164
Scleria_boivinii_SC209,1.61432434019849,-0.194046667525569,-0.183504677743927
Scleria_bourgeaui_SC313,-3.88570012713631,0.83780632764386,-0.410648308751416
Scleria_bracteata_SC068,1.33964255093895,0.156743993427015,0.548632225307613
Scleria_brownii_SC059,-1.06616089884432,0.842128021520334,-0.419284099854455
Scleria_bulbifera_SC378,-0.992316752020693,0.983406820304785,0.163370046215239
Scleria_burchellii_SC453,0.201198704378116,0.500420114328516,-0.022181631350772
Scleria_calcicola_SC070,-2.46848427429994,1.12529382192312,-0.985143044591545
Scleria_carphiformis_SC062b,1.36780484283316,0.848056948144979,-1.38335624720602
Scleria_castanea_SC046,-0.884672338295806,-0.11796453822761,-0.375159679881577
Scleria_catophylla_SC049,0.697191952292644,0.147548064438972,0.010945083585817
Scleria_ciliaris_SC060,0.555889149372241,0.597585833498357,-0.89839070351793
Scleria_ciliata_SC189,-3.71790557645549,-2.92366557055211,1.66178455694505
Scleria_comosa_SC063b,0.951573518015457,0.662367715728337,0.414548792280489
Scleria_composita_SC293,-0.311174931122436,-0.733263598522059,0.655830279370721
Scleria_corymbosa_SC096,1.04011440608544,-0.82020723029001,-0.214417737424096
Scleria_cuyabensis_SC457,0.337665671696519,0.806653937802625,0.263915320283386
Scleria_cyperina_SC127,2.34982950240391,0.136305421086142,0.934220025945499
Scleria_delicatula_SC288,-1.10947198651702,0.885948868571779,-0.289203982737158
Scleria_depauperata_SC214,2.09639762118145,-2.34248376331516,-0.79654503350359
Scleria_depressa_SC054,0.196947318654172,1.73441981454761,0.783668883752866
Scleria_distans_SC177,0.631290868182452,-0.695537790450296,0.301663683137065
Scleria_distans_var._chondrocarpa_SC031,-0.680606555655889,-1.5670305363833,-1.96817241926742
Scleria_dregeana_SC384,-2.78047869787849,-0.216831500310177,0.188680496975268
Scleria_eggersiana_SC275,1.27729401104628,0.077530111612658,0.392579368207601
